file;sa;timeSa;ls;timeLs
36_npp_10000.in;9;5.196;9;0.535
36_npp_10000.in;7;5.148;7;0.581
25_npp_1250.in;27;0.245;27;0.002
25_npp_1250.in;19;0.244;19;0.002
25_npp_1250.in;61;0.246;61;0.003
25_npp_1250.in;11;0.241;11;0.003
25_npp_1250.in;33;0.24;33;0.003
25_npp_1250.in;77;0.243;77;0.002
25_npp_1250.in;83;0.243;83;0.002
25_npp_1250.in;21;0.239;21;0.003
25_npp_1250.in;9;0.241;9;0.003
25_npp_1250.in;45;0.243;45;0.002
25_npp_1250.in;41;0.243;41;0.002
25_npp_1250.in;119;0.243;119;0.003
25_npp_1250.in;149;0.242;149;0.003
25_npp_1250.in;11;0.249;11;0.003
25_npp_1250.in;25;0.245;25;0.002
25_npp_1250.in;3;0.241;3;0.002
25_npp_1250.in;23;0.241;23;0.002
25_npp_1250.in;13;0.244;13;0.003
25_npp_1250.in;9;0.247;9;0.01
25_npp_1250.in;83;0.24;83;0.002
25_npp_1250.in;39;0.243;39;0.002
25_npp_1250.in;109;0.248;109;0.002
25_npp_1250.in;105;0.248;105;0.002
25_npp_1250.in;145;0.243;145;0.002
25_npp_1250.in;71;0.246;71;0.003
25_npp_1250.in;85;0.245;85;0.002
25_npp_1250.in;145;0.235;145;0.002
25_npp_1250.in;117;0.233;117;0.002
25_npp_1250.in;133;0.24;133;0.002
25_npp_1250.in;27;0.247;27;0.003
33_npp_5000.in;43;2.313;43;0.114
33_npp_5000.in;51;2.257;51;0.127
33_npp_5000.in;7;2.268;7;0.109
33_npp_5000.in;25;2.239;25;0.114
33_npp_5000.in;11;2.242;11;0.124
33_npp_5000.in;51;2.235;51;0.109
33_npp_5000.in;1;2.338;1;0.113
33_npp_5000.in;9;2.25;9;0.226
33_npp_5000.in;51;2.357;51;0.121
33_npp_5000.in;47;2.185;47;0.11
33_npp_5000.in;13;2.175;13;0.11
33_npp_5000.in;1;2.199;1;0.11
33_npp_5000.in;7;2.217;7;0.223
33_npp_5000.in;5;2.247;5;0.111
33_npp_5000.in;21;2.189;21;0.11
33_npp_5000.in;13;2.189;13;0.111
33_npp_5000.in;5;2.228;5;0.335
33_npp_5000.in;9;2.399;9;0.136
33_npp_5000.in;29;2.388;29;0.113
33_npp_5000.in;111;2.319;111;0.114
33_npp_5000.in;15;2.473;15;0.111
33_npp_5000.in;3;2.369;3;0.112
33_npp_5000.in;23;2.399;23;0.112
33_npp_5000.in;23;2.383;23;0.114
33_npp_5000.in;15;2.401;15;0.116
33_npp_5000.in;3;2.345;3;0.113
33_npp_5000.in;5;2.423;5;0.112
33_npp_5000.in;51;2.391;51;0.116
33_npp_5000.in;7;2.437;7;0.113
33_npp_5000.in;19;2.481;19;0.117
09_npp_100.in;272;0.046;272;0
09_npp_100.in;194;0.047;194;0
09_npp_100.in;10;0.047;10;0
09_npp_100.in;76;0.048;76;0
09_npp_100.in;228;0.046;228;0
09_npp_100.in;102;0.043;102;0
09_npp_100.in;76;0.044;76;0
09_npp_100.in;8;0.043;8;0
09_npp_100.in;4;0.043;4;0
09_npp_100.in;26;0.042;26;0
09_npp_100.in;110;0.042;110;0
09_npp_100.in;152;0.044;152;0
09_npp_100.in;94;0.043;94;0
09_npp_100.in;116;0.044;116;0
09_npp_100.in;4;0.043;4;0
09_npp_100.in;114;0.044;114;0
09_npp_100.in;266;0.043;266;0
09_npp_100.in;140;0.044;140;0
09_npp_100.in;350;0.044;350;0
09_npp_100.in;118;0.044;118;0
09_npp_100.in;94;0.044;94;0
09_npp_100.in;222;0.043;222;0
09_npp_100.in;168;0.044;168;0
09_npp_100.in;24;0.043;24;0
09_npp_100.in;122;0.044;122;0
09_npp_100.in;170;0.043;170;0
09_npp_100.in;30;0.044;30;0
09_npp_100.in;566;0.043;566;0
09_npp_100.in;68;0.043;68;0
09_npp_100.in;194;0.044;194;0
02_npp_10.in;9360;0.024;9360;0
02_npp_10.in;6820;0.024;6820;0
02_npp_10.in;2756;0.025;2756;0
02_npp_10.in;12208;0.025;12208;0
02_npp_10.in;2618;0.024;2618;0
02_npp_10.in;234;0.024;234;0
02_npp_10.in;2132;0.026;2132;0
02_npp_10.in;2132;0.025;2132;0
02_npp_10.in;2132;0.025;2132;0
02_npp_10.in;4512;0.025;4512;0
02_npp_10.in;1994;0.025;1994;0
02_npp_10.in;6820;0.025;6820;0
02_npp_10.in;2912;0.024;2912;0
02_npp_10.in;2132;0.025;2132;0
02_npp_10.in;26080;0.025;26080;0
02_npp_10.in;3888;0.025;3888;0
02_npp_10.in;7052;0.024;7052;0
02_npp_10.in;2618;0.024;2618;0
02_npp_10.in;2756;0.025;2756;0
02_npp_10.in;2618;0.025;2618;0
02_npp_10.in;7622;0.024;7622;0
02_npp_10.in;4512;0.025;4512;0
02_npp_10.in;6820;0.025;6820;0
02_npp_10.in;6820;0.026;6820;0
02_npp_10.in;12208;0.025;12208;0
02_npp_10.in;7484;0.025;7484;0
02_npp_10.in;2618;0.025;2618;0
02_npp_10.in;6820;0.024;6820;0
02_npp_10.in;9360;0.024;9360;0
02_npp_10.in;9360;0.025;9360;0
00_npp_10.in;6209;0.025;6209;0
00_npp_10.in;24995;0.025;24995;0
00_npp_10.in;18019;0.024;18019;0
00_npp_10.in;7101;0.025;7101;0
00_npp_10.in;9645;0.025;9645;0
00_npp_10.in;24995;0.024;24995;0
00_npp_10.in;15471;0.024;15471;0
00_npp_10.in;715;0.025;715;0
00_npp_10.in;309;0.024;309;0
00_npp_10.in;46141;0.024;46141;0
00_npp_10.in;9645;0.024;9645;0
00_npp_10.in;15471;0.025;15471;0
00_npp_10.in;23003;0.025;23003;0
00_npp_10.in;36633;0.024;36633;0
00_npp_10.in;13025;0.024;13025;0
00_npp_10.in;10309;0.024;10309;0
00_npp_10.in;12263;0.025;12263;0
00_npp_10.in;39497;0.024;39497;0
00_npp_10.in;4655;0.024;4655;0
00_npp_10.in;46141;0.024;46141;0
00_npp_10.in;6381;0.024;6381;0
00_npp_10.in;24663;0.024;24663;0
00_npp_10.in;27109;0.024;27109;0
00_npp_10.in;21787;0.025;21787;0
00_npp_10.in;2239;0.024;2239;0
00_npp_10.in;30157;0.025;30157;0
00_npp_10.in;24995;0.024;24995;0
00_npp_10.in;9399;0.025;9399;0
00_npp_10.in;30157;0.025;30157;0
00_npp_10.in;10309;0.024;10309;0
32_npp_2000.in;20;0.36;20;0.007
32_npp_2000.in;0;0.351;0;0.007
32_npp_2000.in;10;0.353;10;0.007
32_npp_2000.in;4;0.353;4;0.015
32_npp_2000.in;0;0.349;0;0.007
32_npp_2000.in;42;0.358;42;0.007
32_npp_2000.in;20;0.357;20;0.007
32_npp_2000.in;2;0.358;2;0.007
32_npp_2000.in;2;0.352;2;0.015
32_npp_2000.in;4;0.356;4;0.007
32_npp_2000.in;86;0.348;86;0.007
32_npp_2000.in;4;0.344;4;0.013
32_npp_2000.in;12;0.348;12;0.007
32_npp_2000.in;62;0.361;62;0.007
32_npp_2000.in;14;0.348;14;0.007
32_npp_2000.in;20;0.356;20;0.007
32_npp_2000.in;2;0.353;2;0.007
32_npp_2000.in;8;0.352;8;0.007
32_npp_2000.in;0;0.353;0;0.007
32_npp_2000.in;38;0.352;38;0.006
32_npp_2000.in;6;0.351;6;0.014
32_npp_2000.in;14;0.352;14;0.013
32_npp_2000.in;2;0.352;2;0.016
32_npp_2000.in;18;0.366;18;0.007
32_npp_2000.in;78;0.368;78;0.014
32_npp_2000.in;8;0.365;8;0.014
32_npp_2000.in;0;0.373;0;0.007
32_npp_2000.in;26;0.357;26;0.007
32_npp_2000.in;18;0.379;18;0.007
32_npp_2000.in;6;0.39;6;0.008
03_npp_25.in;480;0.032;480;0.009
03_npp_25.in;9922;0.032;9922;0
03_npp_25.in;17000;0.035;17000;0
03_npp_25.in;3390;0.035;3390;0.002
03_npp_25.in;308;0.036;308;0
03_npp_25.in;3748;0.035;3748;0
03_npp_25.in;696;0.035;696;0
03_npp_25.in;22980;0.034;22980;0
03_npp_25.in;6972;0.034;6972;0
03_npp_25.in;1050;0.032;1050;0
03_npp_25.in;4198;0.032;4198;0
03_npp_25.in;4818;0.033;4818;0
03_npp_25.in;836;0.033;836;0
03_npp_25.in;10032;0.033;10032;0
03_npp_25.in;6360;0.034;6360;0.008
03_npp_25.in;1618;0.033;1618;0
03_npp_25.in;5168;0.034;5168;0
03_npp_25.in;2596;0.036;2596;0
03_npp_25.in;5738;0.035;5738;0
03_npp_25.in;3338;0.034;3338;0
03_npp_25.in;8614;0.033;8614;0
03_npp_25.in;5214;0.033;5214;0
03_npp_25.in;5230;0.033;5230;0
03_npp_25.in;1810;0.034;1810;0
03_npp_25.in;7986;0.033;7986;0
03_npp_25.in;6488;0.033;6488;0
03_npp_25.in;6802;0.033;6802;0
03_npp_25.in;10456;0.034;10456;0
03_npp_25.in;5336;0.033;5336;0
03_npp_25.in;42;0.034;42;0
26_npp_1250.in;119;0.236;119;0.006
26_npp_1250.in;27;0.258;27;0.003
26_npp_1250.in;55;0.251;55;0.003
26_npp_1250.in;45;0.243;45;0.003
26_npp_1250.in;51;0.235;51;0.002
26_npp_1250.in;115;0.246;115;0.002
26_npp_1250.in;153;0.251;153;0.002
26_npp_1250.in;39;0.24;39;0.006
26_npp_1250.in;31;0.248;31;0.003
26_npp_1250.in;123;0.242;123;0.002
26_npp_1250.in;5;0.259;5;0.002
26_npp_1250.in;61;0.256;61;0.003
26_npp_1250.in;103;0.261;103;0.002
26_npp_1250.in;69;0.233;69;0.005
26_npp_1250.in;109;0.233;109;0.002
26_npp_1250.in;39;0.232;39;0.002
26_npp_1250.in;73;0.259;73;0.002
26_npp_1250.in;123;0.266;123;0.002
26_npp_1250.in;61;0.254;61;0.002
26_npp_1250.in;69;0.248;69;0.002
26_npp_1250.in;45;0.246;45;0.002
26_npp_1250.in;95;0.249;95;0.002
26_npp_1250.in;47;0.252;47;0.002
26_npp_1250.in;89;0.244;89;0.002
26_npp_1250.in;23;0.249;23;0.002
26_npp_1250.in;161;0.245;161;0.003
26_npp_1250.in;95;0.238;95;0.002
26_npp_1250.in;39;0.239;39;0.007
26_npp_1250.in;69;0.252;69;0.008
26_npp_1250.in;93;0.249;93;0.002
23_npp_1100.in;66;0.213;66;0.002
23_npp_1100.in;64;0.214;64;0.002
23_npp_1100.in;24;0.228;24;0.002
23_npp_1100.in;30;0.223;30;0.002
23_npp_1100.in;90;0.211;90;0.002
23_npp_1100.in;52;0.206;52;0.002
23_npp_1100.in;74;0.208;74;0.002
23_npp_1100.in;78;0.204;78;0.002
23_npp_1100.in;46;0.203;46;0.002
23_npp_1100.in;52;0.203;52;0.002
23_npp_1100.in;138;0.203;138;0.002
23_npp_1100.in;6;0.2;6;0.002
23_npp_1100.in;74;0.206;74;0.002
23_npp_1100.in;10;0.208;10;0.002
23_npp_1100.in;48;0.215;48;0.002
23_npp_1100.in;38;0.215;38;0.002
23_npp_1100.in;106;0.215;106;0.002
23_npp_1100.in;28;0.204;28;0.002
23_npp_1100.in;2;0.208;2;0.002
23_npp_1100.in;34;0.213;34;0.002
23_npp_1100.in;2;0.213;2;0.004
23_npp_1100.in;2;0.226;2;0.002
23_npp_1100.in;10;0.211;10;0.002
23_npp_1100.in;36;0.212;36;0.002
23_npp_1100.in;62;0.216;62;0.002
23_npp_1100.in;46;0.211;46;0.004
23_npp_1100.in;10;0.21;10;0.003
23_npp_1100.in;26;0.214;26;0.002
23_npp_1100.in;62;0.213;62;0.002
23_npp_1100.in;84;0.207;84;0.002
27_npp_1500.in;13;0.296;13;0.004
27_npp_1500.in;33;0.299;33;0.004
27_npp_1500.in;43;0.288;43;0.004
27_npp_1500.in;39;0.284;39;0.004
27_npp_1500.in;21;0.287;21;0.003
27_npp_1500.in;7;0.271;7;0.003
27_npp_1500.in;9;0.272;9;0.004
27_npp_1500.in;29;0.27;29;0.004
27_npp_1500.in;3;0.27;3;0.003
27_npp_1500.in;7;0.284;7;0.003
27_npp_1500.in;57;0.287;57;0.004
27_npp_1500.in;11;0.286;11;0.004
27_npp_1500.in;19;0.286;19;0.004
27_npp_1500.in;11;0.288;11;0.004
27_npp_1500.in;33;0.282;33;0.004
27_npp_1500.in;39;0.286;39;0.003
27_npp_1500.in;21;0.275;21;0.004
27_npp_1500.in;45;0.294;45;0.004
27_npp_1500.in;9;0.296;9;0.004
27_npp_1500.in;11;0.293;11;0.004
27_npp_1500.in;103;0.279;103;0.003
27_npp_1500.in;63;0.271;63;0.004
27_npp_1500.in;21;0.273;21;0.004
27_npp_1500.in;29;0.274;29;0.003
27_npp_1500.in;17;0.272;17;0.004
27_npp_1500.in;9;0.275;9;0.003
27_npp_1500.in;3;0.27;3;0.004
27_npp_1500.in;85;0.271;85;0.003
27_npp_1500.in;25;0.274;25;0.003
27_npp_1500.in;27;0.275;27;0.003
08_npp_50.in;4325;0.04;4325;0
08_npp_50.in;2329;0.042;2329;0
08_npp_50.in;501;0.041;501;0
08_npp_50.in;707;0.041;707;0
08_npp_50.in;1387;0.041;1387;0
08_npp_50.in;1385;0.042;1385;0
08_npp_50.in;365;0.042;365;0
08_npp_50.in;2207;0.042;2207;0
08_npp_50.in;1983;0.042;1983;0
08_npp_50.in;1091;0.041;1091;0
08_npp_50.in;1471;0.041;1471;0
08_npp_50.in;1677;0.041;1677;0
08_npp_50.in;1513;0.041;1513;0
08_npp_50.in;5557;0.041;5557;0
08_npp_50.in;2679;0.041;2679;0
08_npp_50.in;2355;0.041;2355;0
08_npp_50.in;1183;0.041;1183;0
08_npp_50.in;2297;0.041;2297;0
08_npp_50.in;3417;0.042;3417;0
08_npp_50.in;245;0.041;245;0
08_npp_50.in;1255;0.041;1255;0
08_npp_50.in;1829;0.041;1829;0
08_npp_50.in;1673;0.041;1673;0
08_npp_50.in;1627;0.04;1627;0
08_npp_50.in;1457;0.039;1457;0
08_npp_50.in;239;0.04;239;0
08_npp_50.in;1831;0.039;1831;0
08_npp_50.in;663;0.04;663;0
08_npp_50.in;1459;0.042;1459;0
08_npp_50.in;2499;0.04;2499;0
30_npp_2000.in;5;0.365;5;0.014
30_npp_2000.in;7;0.364;7;0.007
30_npp_2000.in;31;0.366;31;0.008
30_npp_2000.in;3;0.366;3;0.007
30_npp_2000.in;11;0.361;11;0.007
30_npp_2000.in;19;0.368;19;0.013
30_npp_2000.in;41;0.351;41;0.007
30_npp_2000.in;1;0.355;1;0.007
30_npp_2000.in;23;0.352;23;0.007
30_npp_2000.in;17;0.354;17;0.007
30_npp_2000.in;13;0.354;13;0.007
30_npp_2000.in;15;0.365;15;0.007
30_npp_2000.in;15;0.362;15;0.007
30_npp_2000.in;5;0.357;5;0.007
30_npp_2000.in;37;0.353;37;0.007
30_npp_2000.in;11;0.366;11;0.007
30_npp_2000.in;13;0.352;13;0.007
30_npp_2000.in;79;0.351;79;0.015
30_npp_2000.in;3;0.381;3;0.014
30_npp_2000.in;1;0.368;1;0.007
30_npp_2000.in;41;0.358;41;0.007
30_npp_2000.in;19;0.359;19;0.013
30_npp_2000.in;47;0.354;47;0.007
30_npp_2000.in;17;0.359;17;0.021
30_npp_2000.in;7;0.359;7;0.014
30_npp_2000.in;5;0.374;5;0.015
30_npp_2000.in;3;0.388;3;0.008
30_npp_2000.in;1;0.389;1;0.007
30_npp_2000.in;13;0.389;13;0.007
30_npp_2000.in;3;0.387;3;0.014
15_npp_500.in;20;0.126;20;0
15_npp_500.in;226;0.124;226;0
15_npp_500.in;98;0.113;98;0
15_npp_500.in;46;0.122;46;0
15_npp_500.in;162;0.112;162;0
15_npp_500.in;66;0.117;66;0
15_npp_500.in;28;0.114;28;0
15_npp_500.in;212;0.124;212;0
15_npp_500.in;24;0.127;24;0.001
15_npp_500.in;64;0.12;64;0
15_npp_500.in;44;0.122;44;0
15_npp_500.in;62;0.12;62;0
15_npp_500.in;98;0.118;98;0
15_npp_500.in;18;0.115;18;0
15_npp_500.in;38;0.113;38;0
15_npp_500.in;6;0.117;6;0
15_npp_500.in;2;0.12;2;0
15_npp_500.in;22;0.117;22;0
15_npp_500.in;64;0.115;64;0
15_npp_500.in;20;0.119;20;0
15_npp_500.in;38;0.113;38;0.001
15_npp_500.in;24;0.123;24;0
15_npp_500.in;0;0.124;0;0
15_npp_500.in;10;0.122;10;0.001
15_npp_500.in;38;0.12;38;0
15_npp_500.in;16;0.123;16;0
15_npp_500.in;306;0.123;306;0
15_npp_500.in;42;0.123;42;0
15_npp_500.in;30;0.12;30;0
15_npp_500.in;172;0.119;172;0
